0,1
1,0
2,-1
3,-2
4,-3
5,-4
6,-5
7,-6
8,-7
9,-8
10,-9
11,-10
12,-11
13,-12
14,-13
15,-14
16,-15
17,-16
18,-15
19,-16
20,-17
21,-18
22,-19
23,-20
24,-21
25,-22
26,-21
27,-22
28,-23
29,-24
30,-23
31,-24
32,-23
33,-24
34,-25
35,-26
36,-27
37,-26
38,-25
39,-26
40,-27
41,-28
42,-29
43,-28
44,-29
45,-28
46,-29
47,-28
48,-29
49,-28
50,-29
51,-28
52,-29
53,-28
54,-27
55,-26
56,-27
57,-26
58,-27
59,-26
60,-25
61,-24
62,-23
63,-22
64,-21
65,-20
66,-21
67,-20
68,-19
69,-18
70,-18
71,-19
72,-18
73,-19
74,-20
75,-19
76,-19
77,-18
78,-17
79,-18
80,-17
81,-16
82,-17
83,-16
84,-17
85,-16
86,-15
87,-14
88,-15
89,-14
90,-13
91,-14
92,-13
93,-13
94,-12
95,-11
96,-12
97,-11
98,-10
99,-9
100,-10
101,-9
102,-8
103,-7
104,-6
105,-5
106,-4
107,-3
108,-3
109,-4
110,-5
111,-6
112,-6
113,-5
114,-6
115,-5
116,-4
117,-3
118,-2
119,-1
120,0
121,-1
122,0
123,-1
124,0
125,-1
126,0
127,1
128,2
129,3
130,4
131,3
132,2
133,3
134,4
135,3
136,4
137,5
138,4
139,5
140,6
141,7
142,8
143,9
144,8
145,9
146,10
147,9
148,10
149,11
150,10
151,9
152,10
153,11
154,12
155,13
156,12
157,13
158,12
159,13
160,14
161,13
162,14
163,15
164,16
165,15
166,16
167,15
168,16
169,15
170,16
171,17
172,18
173,19
174,20
175,21
176,22
177,23
178,24
179,25
180,24
181,25
182,26
183,27
184,26
185,27
186,26
187,27
188,28
189,29
190,28
191,28
192,29
193,28
194,27
195,28
196,28
197,28
198,29
199,30
200,31
201,32
202,33
203,32
204,33
205,33
206,34
207,35
208,36
209,37
210,38
211,37
212,38
213,37
214,36
215,37
216,38
217,39
218,38
219,37
220,38
221,37
222,37
223,38
224,39
225,40
226,41
227,42
228,43
229,43
230,44
231,43
232,44
233,43
234,42
235,43
236,44
237,45
238,45
239,44
240,45
241,46
242,46
243,46
244,47
245,48
246,49
247,50
248,51
249,50
250,49
251,50
252,51
253,52
254,53
255,52
256,51
257,52
258,53
259,54
260,55
261,56
262,57
263,56
264,57
265,58
266,57
267,56
268,55
269,56
270,57
271,58
272,59
273,60
274,59
275,58
276,59
277,58
278,59
279,60
280,59
281,60
282,61
283,60
284,61
285,62
286,61
287,62
288,62
289,61
290,62
291,63
292,64
293,65
294,66
295,65
296,66
297,67
298,66
299,67
300,66
301,67
302,68
303,69
304,70
305,71
306,70
307,71
308,72
309,71
310,71
311,71
312,72
313,73
314,72
315,73
316,73
317,73
318,74
319,73
320,74
321,75
322,74
323,75
324,74
325,73
326,74
327,75
328,76
329,77
330,76
331,77
332,78
333,79
334,80
335,81
336,82
337,82
338,83
339,84
340,85
341,84
342,83
343,84
344,85
345,86
346,87
347,86
348,85
349,85
350,86
351,87
352,88
353,88
354,87
355,86
356,85
357,84
358,83
359,82
360,83
361,82
362,82
363,83
364,82
365,83
366,82
367,83
368,84
369,84
370,85
371,86
372,85
373,86
374,85
375,84
376,84
377,85
378,86
379,87
380,86
381,85
382,86
383,87
384,88
385,89
386,88
387,87
388,86
389,87
390,86
391,87
392,86
393,85
394,86
395,87
396,88
397,88
398,88
399,89
400,90
401,91
402,90
403,90
404,91
405,92
406,92
407,93
408,92
409,93
410,93
411,92
412,93
413,94
414,93
415,94
416,95
417,96
418,96
419,96
420,97
421,96
422,95
423,95
424,94
425,93
426,94
427,95
428,96
429,97
430,98
431,99
432,100
433,99
434,99
435,100
436,101
437,102
438,103
439,102
440,103
441,102
442,103
443,104
444,105
445,106
446,107
447,108
448,107
449,108
450,109
451,110
452,111
453,112
454,113
455,114
456,115
457,116
458,117
459,116
460,117
461,116
462,117
463,118
464,118
465,119
466,118
467,118
468,119
469,120
470,121
471,120
472,121
473,122
474,123
475,122
476,123
477,124
478,125
479,126
480,126
481,127
482,127
483,128
484,129
485,128
486,127
487,128
488,129
489,130
490,131
491,132
492,133
493,134
494,135
495,134
496,135
497,134
498,133
499,134
500,135
501,134
502,135
503,136
504,137
505,136
506,137
507,138
508,139
509,140
510,140
511,139
512,140
513,141
514,142
515,143
516,144
517,143
518,144
519,145
520,144
521,145
522,146
523,146
524,147
525,147
526,146
527,146
528,147
529,148
530,147
531,148
532,149
533,148
534,149
535,150
536,151
537,152
538,153
539,154
540,155
541,156
542,156
543,156
544,157
545,158
546,158
547,159
548,158
549,159
550,160
551,161
552,162
553,163
554,164
555,165
556,166
557,165
558,166
559,167
560,168
561,169
562,168
563,167
564,166
565,167
566,166
567,167
568,168
569,169
570,170
571,171
572,172
573,171
574,172
575,173
576,173
577,174
578,173
579,172
580,173
581,174
582,173
583,172
584,173
585,174
586,174
587,173
588,173
589,174
590,173
591,172
592,173
593,174
594,174
595,175
596,176
597,175
598,176
599,176
600,175
601,174
602,175
603,176
604,177
605,176
606,175
607,174
608,175
609,176
610,177
611,177
612,176
613,177
614,178
615,179
616,180
617,181
618,182
619,183
620,183
621,182
622,181
623,180
624,181
625,182
626,181
627,182
628,181
629,182
630,181
631,181
632,182
633,182
634,181
635,180
636,181
637,180
638,181
639,181
640,182
641,183
642,184
643,185
644,186
645,187
646,187
647,188
648,189
649,190
650,191
651,191
652,192
653,193
654,194
655,195
656,196
657,197
658,198
659,199
660,200
661,199
662,200
663,201
664,202
665,203
666,203
667,204
668,205
669,205
670,206
671,207
672,206
673,205
674,204
675,205
676,205
677,204
678,205
679,204
680,205
681,206
682,206
683,207
684,206
685,207
686,208
687,209
688,210
689,211
690,212
691,212
692,213
693,214
694,213
695,212
696,213
697,214
698,213
699,214
700,215
701,216
702,215
703,216
704,217
705,218
706,219
707,220
708,220
709,221
710,222
711,222
712,223
713,224
714,225
715,226
716,226
717,225
718,226
719,227
720,226
721,227
722,226
723,227
724,228
725,227
726,228
727,227
728,228
729,227
730,228
731,229
732,229
733,229
734,228
735,228
736,227
737,227
738,228
739,229
740,229
741,230
742,229
743,230
744,231
745,230
746,229
747,230
748,231
749,230
750,229
751,228
752,229
753,230
754,231
755,232
756,231
757,232
758,233
759,234
760,233
761,234
762,235
763,236
764,237
765,236
766,237
767,238
768,238
769,239
770,240
771,239
772,240
773,241
774,242
775,241
776,240
777,239
778,238
779,239
780,240
781,241
782,240
783,241
784,242
785,243
786,244
787,244
788,243
789,242
790,243
791,243
792,242
793,242
794,241
795,242
796,242
797,243
798,243
799,244
800,245
801,246
802,247
803,248
804,249
805,250
806,250
807,251
808,252
809,253
810,253
811,252
812,253
813,253
814,254
815,255
816,254
817,253
818,253
819,254
820,254
821,255
822,256
823,255
824,256
825,257
826,258
827,258
828,257
829,258
830,259
831,260
832,259
833,260
834,261
835,262
836,261
837,262
838,263
839,264
840,263
841,264
842,265
843,264
844,265
845,266
846,267
847,267
848,266
849,267
850,268
851,268
852,269
853,269
854,270
855,269
856,270
857,271
858,272
859,271
860,272
861,272
862,273
863,274
864,275
865,274
866,275
867,275
868,276
869,276
870,277
871,278
872,278
873,277
874,276
875,277
876,277
877,276
878,275
879,276
880,277
881,277
882,278
883,279
884,280
885,281
886,280
887,280
888,279
889,279
890,280
891,281
892,282
893,281
894,280
895,281
896,282
897,281
898,282
899,281
900,280
901,281
902,280
903,281
904,280
905,281
906,282
907,282
908,283
909,284
910,285
911,286
912,287
913,287
914,288
915,288
916,289
917,288
918,289
919,290
920,290
921,289
922,290
923,290
924,290
925,289
926,290
927,289
928,290
929,289
930,288
931,287
932,288
933,289
934,290
935,289
936,290
937,291
938,292
939,291
940,292
941,292
942,293
943,294
944,295
945,296
946,295
947,294
948,293
949,294
950,293
951,294
952,295
953,295
954,296
955,296
956,297
957,296
958,297
959,298
960,299
961,300
962,301
963,301
964,302
965,301
966,301
967,300
968,300
969,301
970,302
971,303
972,304
973,303
974,304
975,305
976,306
977,307
978,306
979,307
980,306
981,307
982,307
983,306
984,307
985,308
986,309
987,308
988,309
989,310
990,311
991,312
992,313
993,312
994,313
995,314
996,313
997,314
998,313
999,314
1000,315
1001,316
1002,317
1003,318
1004,319
1005,320
1006,321
1007,320
1008,319
1009,320
1010,321
1011,322
1012,323
1013,324
1014,324
1015,323
1016,324
1017,323
1018,324
1019,325
1020,326
1021,327
1022,328
1023,327
1024,328
1025,328
1026,329
1027,330
1028,331
1029,331
1030,332
1031,333
1032,334
1033,335
1034,336
1035,335
1036,336
1037,337
1038,338
1039,339
1040,338
1041,337
1042,337
1043,338
1044,338
1045,339
1046,338
1047,337
1048,338
1049,339
1050,338
1051,339
1052,340
1053,341
1054,342
1055,343
1056,344
1057,345
1058,345
1059,346
1060,347
1061,346
1062,347
1063,348
1064,348
1065,347
1066,348
1067,347
1068,348
1069,349
1070,350
1071,349
1072,348
1073,347
1074,348
1075,349
1076,350
1077,349
1078,350
1079,351
1080,352
1081,353
1082,354
1083,355
1084,356
1085,357
1086,356
1087,357
1088,356
1089,357
1090,358
1091,359
1092,359
1093,360
1094,361
1095,362
1096,361
1097,362
1098,363
1099,364
1100,363
1101,364
1102,365
1103,366
1104,367
1105,368
1106,369
1107,370
1108,369
1109,370
1110,371
1111,372
1112,372
1113,372
1114,373
1115,373
1116,374
1117,375
1118,376
1119,377
1120,378
1121,377
1122,378
1123,379
1124,380
1125,379
1126,380
1127,381
1128,382
1129,383
1130,382
1131,383
1132,384
1133,385
1134,385
1135,386
1136,387
1137,386
1138,387
1139,387
1140,388
1141,389
1142,388
1143,389
1144,390
1145,389
1146,389
1147,390
1148,390
1149,391
1150,392
1151,393
1152,394
1153,393
1154,394
1155,393
1156,394
1157,395
1158,396
1159,396
1160,396
1161,397
1162,398
1163,399
1164,400
1165,399
1166,400
1167,399
1168,400
1169,401
1170,401
1171,400
1172,399
1173,398
1174,399
1175,398
1176,399
1177,398
1178,399
1179,398
1180,399
1181,399
1182,400
1183,401
1184,402
1185,401
1186,402
1187,403
1188,404
1189,405
1190,404
1191,404
1192,405
1193,404
1194,405
1195,406
1196,407
1197,406
1198,406
1199,406
1200,407
1201,407
1202,406
1203,407
1204,406
1205,407
1206,406
